"county_fips","precinct_id","dem","gop","lib"
"171","chappell-mill-v-fd",207,975,16
"171","senior-citizen-bldg",322,570,9
"171","l-c-s-c",466,1546,19
"171","redbone",80,389,4
"173","lakeland",1019,2509,48
"175","fire-dept-sta-5",756,2090,17
"175","reedy-springs",104,583,5
"175","brewton",244,926,8
"175","minter",44,632,7
"175","burch",69,249,2
"175","harvard",124,161,1
"175","cadwell",78,479,2
"175","w-t-adams-fire-sta-18",503,1165,12
"175","buckeye",329,397,6
"175","smith",931,1040,16
"175","calhoun-park",2447,849,27
"175","rural-fire-sta-17",398,1199,13
"175","fbc-flc",1142,1912,33
"175","lcfs-10-valambrosia",547,883,5
"175","dudley",169,761,1
"175","hampton-mill",188,1167,8
"177","sda-church",308,916,14
"177","flint-reformed-baptist",461,1308,19
"177","leesburg",674,1558,24
"177","smithville",270,407,2
"177","chokee",160,189,0
"177","redbone",725,2749,28
"177","century-fire-station",777,1495,24
"177","first-baptist",941,2152,26
"177","cjc",65,425,3
"177","friendship-baptist",177,808,9
"179","memorial-dr-east",830,219,26
"179","lewis-frasier-school",1818,1034,47
"179","walthourville",1320,436,31
"179","fleming-east",633,1536,24
"179","lyman-hall-school",1820,612,42
"179","town-of-allenhurst",1218,395,22
"179","fleming-west",255,94,5
"179","button-gwinnett",317,221,21
"179","hinesville",653,521,14
"179","hinesville-lodge-271",1110,440,32
"179","gum-branch",884,902,22
"179","liberty-county-complex",1612,1388,38
"179","riceboro-youth-center",629,161,7
"181","lincoln-center",262,859,12
"181","bethany-church",72,340,5
"181","tabernacle",310,430,5
"181","lincoln-club-house",348,230,1
"181","midway",130,303,2
"181","faith-temple-of-lincoln",128,232,2
"181","martins-crossroad",185,785,9
"183","alma-flournoy",33,174,3
"183","faith-baptist-annex",119,372,8
"183","south-ludowici",329,328,9
"183","tibet",89,451,6
"183","north-ludowici",526,627,26
"183","rye-patch-oak-dale",601,1060,31
"183","beards-creek",336,516,12
"185","s-lowndes",624,2154,24
"185","northgate-assembly",376,526,15
"185","dasher",493,2415,20
"185","mildred",1835,303,9
"185","vsu-uc-2",105,14,2
"185","hahira-train-depot",854,3073,42
"185","mt-calvary",1572,148,17
"185","clyattville",806,2146,29
"185","jaycee-shack",2741,653,43
"185","northside",4717,6096,150
"185","naylor",329,614,7
"185","rainwater",2395,4096,74
"185","trinity",3270,3453,115
"187","dahlonega",3126,12163,242
"193","marshallville",544,360,5
"193","montezuma-5",680,191,1
"193","oglethorpe",511,353,4
"193","ideal",409,535,6
"193","montezuma-4",713,344,6
"195","collins",57,403,6
"195","colbert",702,1664,33
"195","fork",130,273,4
"195","harrison",34,445,7
"195","mill",178,1060,17
"195","pittman",292,1135,23
"195","paoli",27,191,1
"195","poca",115,704,14
"195","ila",168,1001,14
"195","hull",990,1950,42
"195","comer",364,716,11
"195","danielsville",354,1784,28
"197","fort-perry",105,476,5
"197","pineknot",67,600,7
"197","tazewell",46,207,4
"197","buena-vista",1046,730,20
"197","brantley",47,262,2
"189","131",583,157,7
"189","133a",257,590,4
"189","132",138,1025,11
"189","136",895,171,10
"189","137",176,766,10
"189","135",718,1442,21
"189","134",813,511,23
"189","139",261,449,9
"189","133b",327,1058,23
"191","crescent",868,501,16
"191","north-darien",528,943,22
"191","south-newport",414,1213,19
"191","townsend",116,308,0
"191","darien",654,1041,11
"191","sapelo-island",32,10,0
"199","gill-ii",519,146,5
"199","odessadale",93,138,0
"199","lone-oak",409,492,11
"199","alvaton",377,723,6
"199","durand",173,357,2
"199","gill-i",422,761,9
"199","cove",11,151,1
"199","woodbury",459,513,1
"199","greenville",667,676,7
"199","warm-springs",279,546,7
"199","raleigh",68,311,4
"199","luthersville",687,1186,5
"199","gay",75,217,5
"199","chalybeate",48,307,3
"201","colquitt-miller",749,2066,20
"205","lester",166,704,2
"205","camilla-north",1000,248,2
"205","hopeful",40,213,0
"205","baconton",331,400,8
"205","camilla-south",1171,1197,7
"205","cotton",28,288,0
"205","pelham",1080,1080,10
"205","branchville",82,385,3
"205","pebble-city",21,107,1
"205","sale-city",63,214,0
"205","hinsonton",13,99,0
"207","middlebrooks",168,810,15
"207","forsyth",1732,1334,31
"207","proctors",200,600,11
"207","bentons",402,1458,18
"207","evers",332,1274,17
"207","high-falls",212,1069,9
"207","brantleys",136,796,11
"207","culloden",113,214,3
"207","cox",130,428,3
"207","russellville",61,276,0
"207","kelseys",245,305,0
"207","dillards",135,558,9
"207","burgays",366,1523,15
"207","cabaniss",152,415,6
"209","ailey",95,244,2
"209","kibbee",35,369,4
"209","alston",48,325,1
"209","tarrytown",16,247,0
"209","mount-vernon",408,545,9
"209","higgston",217,769,9
"209","uvalda",160,461,2
"211","beth-springfield",137,553,7
"211","clacks-chapel",94,502,7
"211","north-morgan",475,1602,22
"211","west-morgan",421,1682,19
"211","northeast-morgan",1205,936,30
"211","central-morgan",628,1543,12
"211","east-morgan",395,1412,25
"213","spring-place",473,2068,23
"213","southwest",227,1757,12
"213","north",164,1358,8
"213","town",702,3403,59
"213","carters-doolittle",157,1227,11
"213","shuck-pen",341,1677,13
"213","mcdonald",238,1453,18
"215","wynnbrook",722,1453,18
"215","first-african",668,238,20
"215","britt-david",723,1031,32
"215","gentian-reese",1865,1670,46
"215","moon-morningside",1434,2146,49
"215","st-mark-heiferhorn",1676,3243,61
"215","carver-mack",2227,122,21
"215","st-john-belvedere",3124,230,16
"215","our-lady-of-lourdes",3537,864,70
"215","salvation-army",1129,994,22
"215","epworth-umc",1183,1320,49
"215","st-andrews-midland",2605,3024,68
"215","st-paul-clubview",1785,2190,66
"215","psalmond-mathews",2692,2837,78
"215","canaan",3286,664,47
"215","wynnton-britt",2228,716,24
"215","marianna-gallops",1014,382,17
"215","cornerstone",1841,2640,79
"215","mt-pilgrim",3465,212,30
"215","edgewood-baptist",1365,641,16
"215","st-peter",908,1346,34
"215","columbus-tech",1000,1118,25
"215","holsey-buena-vista",3896,553,39
"215","faith-tabernacle",2567,227,17
"215","cusseta-rd",2589,188,21
"217","downs",2374,1954,54
"217","hub",340,1560,31
"217","leguinn",401,1227,16
"217","mansfield",145,1066,11
"217","almon",2705,763,28
"217","covington-mills",1085,946,23
"217","oxford",586,1204,20
"217","beaverdam",2872,710,31
"217","buck-creek",1835,1395,31
"217","alcovy",1655,1687,51
"217","gum-creek",943,2244,25
"217","stansells",2416,805,23
"217","rocky-plains",1105,1297,30
"217","brewers",676,1845,25
"217","fairview",1573,233,12
"217","livingston",2094,837,35
"217","city-pond",642,398,21
"217","newborn",109,494,13
"217","crowell",2743,399,21
"217","brick-store",564,1441,29
"217","cedar-shoals",980,759,21
"217","town",1951,605,25
"219","bogart",557,1299,27
"219","antioch",280,874,12
"219","colham-ferry",494,1101,21
"219","marswood-hall",1211,2217,65
"219","north-oconee",282,772,16
"219","bishop",517,1086,25
"219","farmington",174,421,5
"219","high-shoals",483,1177,30
"219","city-hall",1303,1854,75
"219","east-oconee",857,1217,39
"219","dark-corner",666,2309,42
"219","civic-center",1338,2268,54
"221","crawford",710,1467,31
"221","beaverdam",746,1835,39
"221","lexington",980,2291,32
"223","russom-elementary",2229,4469,90
"223","crossroads-library",891,2206,42
"223","dobbins-middle-school",2965,2889,72
"223","shelton-elementary",1464,2537,37
"223","watson-govt-cmplx",3000,4233,126
"223","burnt-hickory-park",905,4036,66
"223","d-wright-innovation-ctr",1957,3116,58
"223","picketts-mill-baptist-church",651,1526,29
"223","beulahland-baptist-church",397,1449,24
"223","paulding-sr-center",1636,2760,72
"223","poplar-sprgs-bapt-church",1843,1516,34
"223","taylor-farm-park",745,1242,15
"223","legacy-bapt-church",1223,1852,48
"223","events-place",2226,1281,40
"223","paulding-county-airport",691,2210,57
"223","mulberry-rock-park",787,3626,36
"223","nebo-elem-school",1958,5133,121
"223","white-oak-park",1478,2588,66
"223","west-ridge-church",2658,5856,123
"225","byron-1",600,1408,26
"225","fort-valley-1",1079,681,13
"225","byron-2",1370,2299,43
"225","fort-valley-2",1055,564,11
"225","powersville",284,743,8
"225","fort-valley-3",1399,266,13
"225","claude",133,541,9
"227","tate",224,1654,27
"227","yellow-creek",583,2061,27
"227","jerusalem",101,755,3
"227","refuge",238,1499,20
"227","hill",241,1259,32
"227","ludville",38,442,6
"227","talking-rock",131,1086,10
"227","appalachian",231,1136,21
"227","hinton",59,491,16
"227","sharptop",474,1586,36
"227","jasper",337,1240,16
"227","nelson",151,866,19
"229","otter-creek",80,935,6
"229","mershon",25,337,0
"229","sunset-sweat",4,224,0
"229","patterson",131,821,3
"229","alabaha",55,602,3
"229","hacklebarney-cason",478,1898,15
"229","blackshear",226,1969,14
"229","st-johns-blackshear",101,1113,8
"231","concord",246,881,6
"231","hollonville",113,1277,8
"231","williamson",160,1244,16
"231","molena",181,980,11
"231","second-district",243,1799,13
"231","lifsey-springs",104,771,7
"231","meansville",103,907,8
"231","zebulon",355,1268,19
"233","rockmart",989,3178,41
"233","lake-creek",306,1901,8
"233","blooming-grove",187,966,10
"233","fish-creek",294,1584,17
"233","youngs-grove",165,1251,14
"233","aragon",386,1926,20
"233","cedartown",1331,2783,42
"235","courthouse-annex",1217,2805,37
"237","105",558,2472,21
"237","101",991,1216,23
"237","104",1148,1181,18
"237","106",160,843,10
"237","107",591,2579,44
"239","georgetown",467,565,5
"239","morris",30,39,0
"241","rabun-county",1984,7474,110
"243","coleman",80,90,2
"243","shellman",331,358,1
"243","cuthbert",225,11,1
"243","cuthbert-courthouse",833,690,6
"243","benevolence",77,179,1
"243","springvale",125,63,1
"245","801b",92,276,1
"245","107",697,578,20
"245","803",77,32,2
"245","804",808,567,9
"245","115",146,108,8
"245","307",472,702,25
"245","603",1181,1038,32
"245","604",724,313,12
"245","810",135,173,5
"245","106",384,125,9
"245","301",761,1154,30
"245","109",515,98,18
"245","509",1248,197,9
"245","601",1693,523,35
"245","702",530,852,31
"245","705",732,928,18
"245","305",101,276,5
"245","210",823,149,8
"245","805",379,166,3
"245","806",329,495,9
"245","402",1495,189,34
"245","703",1647,1189,47
"245","401",1424,94,9
"245","406",2130,205,23
"245","801",114,248,1
"245","102",483,160,8
"245","701",710,1087,32
"245","706",972,1451,49
"245","111",704,184,8
"245","108",287,40,7
"245","303",359,779,20
"245","304",112,158,5
"245","114",385,56,2
"245","308",235,152,8
"245","104",1540,109,17
"245","507",487,147,12
"245","708",73,161,0
"245","103",752,26,2
"245","503",2061,363,27
"245","105",511,34,5
"245","202",1790,727,32
"245","501",1861,269,11
"245","203",526,11,6
"245","101",355,294,8
"245","204",563,510,28
"245","208",1192,241,16
"245","506",162,69,1
"245","207",1221,151,11
"245","502",2296,249,26
"245","608",420,590,19
"245","707",858,506,14
"245","302",470,135,8
"245","306",1681,867,43
"245","709",211,194,7
"245","807",698,232,11
"245","310",2736,801,53
"245","405",2917,264,20
"245","504",909,336,20
"245","607",1145,80,10
"245","605",1508,755,31
"245","201",749,34,10
"245","802",729,1344,24
"245","809",586,45,4
"245","404",1030,142,10
"245","804h",900,1001,27
"245","112",336,202,6
"245","309",2135,307,26
"245","808",832,843,24
"247","bt",1099,1600,38
"247","sm",2326,763,33
"247","hc",968,762,20
"247","fi",3672,609,33
"247","ma",1226,962,35
"247","mi",2054,557,31
"247","hi",1611,835,16
"247","ba",2204,1274,34
"247","fs",2198,571,18
"247","sp",2600,759,26
"247","ot",3107,553,28
"247","co",1714,453,23
"247","la",855,351,22
"247","st",1473,929,24
"247","ro",2339,834,28
"247","lo",1798,1200,21
"249","precinct-one",462,1800,13
"251","hiltonia",286,327,4
"251","hunters",128,228,2
"251","sr-citizens-center",519,264,6
"251","greenhill-church",146,479,5
"251","jackson-fire-station",84,209,1
"251","newington",253,506,2
"251","jenk-hill-fire-sta",402,386,8
"251","cooperville-fire-station",128,57,1
"251","bay-branch",102,606,4
"251","sylvania",373,433,11
"251","screven-rec-dept",154,128,4
"251","rocky-ford",86,293,3
"253","precinct-2",257,492,2
"253","precinct-1",215,659,5
"253","precinct-4",155,619,3
"253","precinct-5",97,752,4
"253","precinct-3",530,89,5
"255","07",327,964,23
"255","13",249,1445,10
"255","17",397,755,9
"255","14",364,817,12
"255","10",537,910,12
"255","09",206,1106,13
"255","12",279,1306,23
"255","08",362,939,16
"255","19",537,1334,14
"255","03",575,1516,29
"255","11",615,1195,19
"255","01",859,152,6
"255","21",1498,2234,26
"255","05",1190,875,18
"255","16",1755,849,18
"255","20",238,1252,9
"255","02",844,116,7
"255","06",952,292,11
"257","senior-center",2385,9368,132
"259","louvale",125,83,1
"259","richland",501,345,1
"259","lumpkin",478,292,5
"259","omaha",78,81,0
"261","browns-mill",219,465,2
"261","airport",614,728,6
"261","plains",379,397,5
"261","rec-dept",1437,296,14
"261","agri-center",577,862,14
"261","concord",41,260,0
"261","leslie",416,770,9
"261","reese-park",1357,368,12
"261","andersonville",87,268,6
"261","thompson",216,227,6
"261","gsw-conf-center",975,1091,26
"263","oneal",256,189,2
"263","box-springs",144,200,1
"263","geneva",217,158,2
"263","valley",289,272,0
"263","junction-city",203,120,1
"263","flint-hill",488,330,6
"263","talbotton",517,123,4
"265","sharon",114,71,4
"265","crawfordville",447,289,3
"267","collins",227,783,3
"267","district-ii",532,1073,10
"267","cobbtown",99,436,4
"267","shiloh",182,370,4
"267","east-glennville",365,1405,28
"267","district-v",93,620,6
"267","district-iv",512,1221,12
"267","manassas",51,145,2
"269","precinct-5",252,1364,11
"269","precinct-6",580,935,16
"269","precinct-1",555,119,7
"271","mcrae",715,893,9
"271","lumber-city",334,386,6
"271","jacksonville",95,351,1
"271","milan",73,558,1
"271","helena",216,438,4
"271","scotland",54,199,0
"273","herod-dover",91,118,2
"273","bronwood",281,315,3
"273","sasser",310,637,10
"273","graves",146,289,1
"273","parrott",114,206,1
"273","dawson",1434,439,19
"275","fire-station-2",324,798,6
"275","douglass",1211,263,12
"275","patten",58,251,1
"275","resource-center",811,71,6
"275","pavo",90,401,2
"275","little-ochlocknee-baptist-church",182,730,4
"275","ochlocknee",149,684,3
"275","barwick",103,380,3
"275","jerger",580,883,16
"275","remington-esc",635,973,19
"275","gatlin-creek",408,1157,15
"275","new-covenant",412,1160,18
"275","scott",752,1156,27
"275","harper",999,300,12
"275","merrillville",133,368,2
"275","central",850,1719,24
"275","metcalfe",64,163,0
"275","coolidge",162,561,7
"275","boston",546,592,10
"275","meigs",239,344,4
"277","tifton-northwest",685,1637,32
"277","brookfield",162,882,13
"277","ty-ty",207,640,4
"277","tifton-lodge",701,1344,19
"277","tifton-northeast",818,1291,32
"277","eldorado",111,771,6
"277","mott-litman-gym",1174,272,15
"277","omega",129,403,11
"277","brighton",304,1480,18
"277","tifton-south",783,409,15
"277","chula",158,899,8
"277","docia",90,756,4
"279","43-cedar-crossing",72,908,12
"279","39-newbranch",109,946,7
"279","513-vpd",1271,2709,46
"279","15361-lyons",597,1656,14
"279","514-stialc",890,1653,24
"281","hiawassee",523,2162,11
"281","macedonia",477,2299,24
"281","young-harris",550,1923,10
"283","soperton",819,801,17
"283","annex",133,1300,7
"285","administration-bldg",1423,645,24
"285","gray-hill",357,991,19
"285","hollis-hand",707,1997,46
"285","highland",605,511,7
"285","hogansville",857,1817,28
"285","gardner-newman",886,1195,26
"285","griggs-center",1153,94,14
"285","west-point",831,449,16
"285","mcclendon",629,2132,27
"285","east-vernon",443,1958,25
"285","long-cane",626,1772,27
"285","northside",791,1042,15
"285","hammett-rd",1709,1025,30
"285","rosemont",561,2515,24
"287","ashburn",1217,1025,27
"287","rebecca",45,289,2
"287","sycamore",148,1035,4
"289","jeffersonville-ware",710,401,7
"289","shady-grove-tarvers",306,294,7
"289","higgsville",151,410,1
"289","golden-isles",687,484,9
"289","dry-branch",190,781,6
"291","jones-creek",276,1342,5
"291","pat-colwell",368,1488,9
"291","coosa",268,1575,11
"291","suches",93,381,2
"291","dooley",260,950,13
"291","gumlog",277,1429,11
"291","owltown",258,962,10
"291","blairsville",355,1518,12
"291","choestoe",199,908,10
"291","trackrock",180,698,10
"291","ivy-log",267,1400,15
"293","yatesville",250,783,4
"293","redbone",1280,4717,40
"293","town",2405,3064,50
"293","salem",266,44,2
"295","armuchee-valley",164,885,10
"295","rossville",943,2710,55
"295","la-fayette",832,3325,70
"295","fairview",418,1449,25
"295","mountain",178,714,13
"295","fairyland",321,593,22
"295","chickamauga",846,4089,61
"295","rock-spring",700,3831,53
"295","chattanooga-valley",996,3442,66
"295","walnut-grove",172,1385,21
"295","kensington",199,751,15
"297","social-circle",928,2347,40
"297","good-hope",239,1425,15
"297","jersey",155,1412,24
"297","loganville-south",830,1797,38
"297","e-monroe",922,1388,24
"297","broken-arrow",605,2616,39
"297","walnut-grove",295,1629,18
"297","west-walton",703,2564,34
"297","whatley",132,874,7
"297","w-monroe",313,1276,14
"297","loganville-north",993,2559,50
"297","blasingame",107,816,6
"297","gratis",131,896,11
"297","walker-park",499,2348,26
"297","north-monroe",1512,1311,31
"297","bay-creek",498,2064,37
"297","south-monroe",755,1779,36
"297","tara",1382,1633,27
"297","between",714,2888,34
"297","bold-springs",738,2969,40
"297","mountain",182,1026,10
"299","200b",290,206,7
"299","200a",574,1062,30
"299","100",2001,479,12
"299","404",24,263,1
"299","406",104,1067,17
"299","304",113,679,6
"299","300",630,2087,19
"299","405",23,454,2
"299","408",19,359,1
"299","407",17,339,2
"299","409",52,658,3
"299","400",364,2212,16
"301","warrenton",1469,1166,16
"303","tennille",1024,726,9
"303","warthen",246,327,2
"303","riddleville",149,281,3
"303","oconee",208,227,2
"303","harrison",252,494,9
"303","sandersville",2486,1942,35
"303","deepstep",111,312,4
"303","davisboro",254,354,2
"305","oglethorpe",168,1092,10
"305","red-hill",130,565,8
"305","pine-street",337,395,8
"305","altamaha",408,1379,10
"305","unity",363,967,18
"305","odum",89,906,2
"305","vfw",500,156,7
"305","screven",195,1190,7
"305","gardi",78,737,5
"305","rec-center",282,960,17
"305","empire",73,795,9
"305","madray-springs",64,845,3
"307","preston-1",639,748,3
"309","alamo",452,906,10
"309","glenwood",237,677,3
"311","mt-yonah",544,2549,42
"311","tesnatee",158,743,10
"311","helen",112,307,2
"311","blue-ridge",89,559,7
"311","town-creek",169,948,20
"311","white-creek",112,1152,14
"311","mossy-creek",253,1977,30
"311","robertstown",69,245,3
"311","blue-creek",359,1412,25
"311","nacoochee",365,866,10
"311","shoal-creek",181,1464,20
"313","dg",698,1542,36
"313","an",618,693,12
"313","lt",111,758,7
"313","tr",132,900,17
"313","gl",616,1004,14
"313","es",343,618,14
"313","th",546,2072,38
"313","1a",689,651,19
"313","fi",395,983,21
"313","ca",240,980,8
"313","ni",278,1430,15
"313","ut",104,683,7
"313","5a",782,346,17
"313","6a",565,259,12
"313","2a",678,1451,29
"313","ws",440,1493,16
"313","pg",911,2376,29
"313","va",838,2919,48
"313","3a",559,974,27
"313","ti",76,430,7
"313","mc",164,1061,15
"313","4a",710,1169,23
"313","co",177,844,9
"315","rochelle-north-1",235,92,3
"315","abbeville-south-5",149,554,3
"315","abbeville-north-2",109,272,2
"315","rochelle-south-4",99,658,5
"315","pineview-2",194,264,2
"315","pitts-3",76,563,1
"317","senior-citizen-center",677,389,10
"317","young-farmers-bldg",216,710,10
"317","tignal-sch-lunch-rm",259,431,7
"317","metasville-fire-sta",132,328,2
"317","rayle-city-hall",136,275,6
"317","edward-b-pope-center",484,192,6
"317","courthouse",255,498,6
"319","ramah",667,585,6
"319","midway",534,121,0
"319","lord",233,317,6
"319","high-hill",27,110,0
"319","griffin",31,125,1
"319","irwinton",360,295,3
"319","bloodworth",36,315,2
"319","turkey-creek",98,247,3
"319","ivey",89,549,10
"321","doles",30,284,2
"321","county-line",83,415,0
"321","oakfield",47,104,1
"321","scooterville",28,380,1
"321","piney-woods",83,127,0
"321","poulan",112,485,2
"321","red-rock",152,585,6
"321","shingler",45,375,1
"321","bridgeboro",134,689,7
"321","isabella",126,879,10
"321","sylvester-east",225,709,9
"321","minton",29,383,0
"321","sumner",113,462,2
"321","warwick",143,337,4
"321","sylvester",1045,616,15
