"County","Precinct","CST","REP","DEM","LIB","GRE"
"RANDOLPH","AR",5,4910,1413,52,8
"ASHE","08",0,102,50,1,0
"MECKLENBURG","086",2,723,581,11,2
"UNION","030",3,2279,1443,34,5
"WAKE","OSRB 81-120",1,114,931,11,1
"TRANSYLVANIA","DR",2,1017,1044,11,6
"MECKLENBURG","104",3,176,1517,11,14
"JACKSON","WEB",5,808,792,16,6
"TYRRELL","ABSENTEE",0,47,57,0,0
"FRANKLIN","19",14,2965,2186,47,11
"FORSYTH","064",1,615,417,11,1
"BLADEN","TAR HEEL MUNI BLD",3,1236,805,6,0
"CHATHAM","45",0,516,321,11,3
"NASH","P18A",1,95,164,4,0
"BRUNSWICK","02",4,3284,2671,82,7
"WAKE","01-45",1,154,111,12,1
"MECKLENBURG","242",0,1480,640,18,1
"NASH","P23A",1,67,322,0,0
"ALLEGHANY","ABSENTEE",0,358,375,10,5
"PITT","1101",0,229,135,1,0
"ALAMANCE","10N",2,1676,1213,21,7
"DAVIE","01",2,662,159,7,1
"JACKSON","QUA",8,1265,1223,30,10
"NORTHAMPTON","RICH S",0,54,101,1,3
"HENDERSON","GM",4,536,249,9,0
"DURHAM","OS NCCU",4,156,7213,27,23
"WILKES","124",1,499,55,3,1
"WAKE","01-06",1,164,182,1,3
"IREDELL","ST3",2,1190,1365,20,10
"MACON","10",0,98,32,2,0
"NORTHAMPTON","OS JACKSON",1,1094,1412,2,2
"MECKLENBURG","114",1,951,962,18,8
"GUILFORD","G68",0,0,53,1,0
"MECKLENBURG","107.1",5,373,1938,14,5
"DURHAM","14",1,25,182,1,0
"MECKLENBURG","238.1",3,542,1307,13,4
"DURHAM","55-11",1,10,188,1,0
"BEAUFORT","WASH1",0,71,92,4,1
"DURHAM","16",0,47,96,2,2
"WILKES","120",1,331,30,1,0
"JOHNSTON","PR11A",1,251,92,11,0
"NASH","P13A",1,63,151,0,1
"CASWELL","PROVI",0,432,221,4,1
"DUPLIN","HALL",0,161,66,2,1
"PAMLICO","4VM A",0,73,89,0,0
"TRANSYLVANIA","PF",0,617,344,10,3
"CLEVELAND","KINGST",0,264,432,3,3
"CLAY","HIAW",2,828,314,10,3
"SURRY","04",0,180,45,3,0
"IREDELL","ST5",6,1126,1249,19,5
"NEW HANOVER","H13",1,658,863,17,2
"WAKE","01-17",0,115,54,5,0
"WAKE","OSKD 41-80",0,404,525,5,1
"HENDERSON","AT",2,1440,587,24,6
"GATES","3",0,744,728,12,0
"SURRY","12",0,173,75,2,0
"CARTERET","MCRK",0,379,66,5,1
"COLUMBUS","P22A",1,1036,442,5,0
"WAKE","20-06A",0,269,243,11,4
"GUILFORD","G66",0,124,121,7,1
"DUPLIN","CHIN",1,196,35,2,1
"MECKLENBURG","119",1,415,491,6,1
"WILSON","PRSP",0,1099,473,10,0
"WAKE","18-08",2,348,218,19,2
"WAYNE","TRANSFER",0,0,0,0,0
"WAKE","PROVI 121-128",0,2,0,0,0
"ROCKINGHAM","DR",1,962,559,10,5
"MECKLENBURG","148",7,2809,3744,53,13
"CABARRUS","01-02",1,431,114,6,0
"CALDWELL","PR01",0,312,101,1,0
"JOHNSTON","CLEVELAND",14,8432,4880,141,28
"BLADEN","SPAULDING MONROE",0,1946,622,6,4
"FRANKLIN","05",0,1246,656,16,5
"DARE","ONE STOP THREE",4,2889,1968,27,3
"GUILFORD","H03",0,66,153,2,2
"DAVIDSON","18",5,1256,168,8,2
"CHATHAM","9",2,867,332,8,2
"WAKE","17-07",0,71,216,7,0
"DURHAM","26",0,217,75,2,1
"EDGECOMBE","0601",0,83,158,1,0
"DURHAM","OS DTM",0,242,2388,20,6
"FORSYTH","901",4,463,1071,16,4
"HARNETT","PR29",1,307,216,5,2
"BUNCOMBE","68.1",4,425,546,13,6
"CUMBERLAND","EO61-2",2,996,639,17,3
"DURHAM","55-49",0,1,101,0,0
"ROWAN","44",2,1749,292,18,3
"CUMBERLAND","SL78-3",6,813,2412,57,13
"WAKE","OSGR 41-80",12,2147,7294,75,26
"LINCOLN","AS25",1,304,67,7,3
"PITT","1511B",2,183,141,8,3
"WAKE","07-03",1,120,86,6,0
"DURHAM","07",1,29,86,2,2
"CUMBERLAND","CC15",4,1137,893,21,5
"FORSYTH","061",6,993,749,14,4
"WAKE","08-03",1,274,225,9,4
"WAKE","OSTA 121-128",0,0,1,0,0
"MECKLENBURG","123",3,306,1272,12,5
"ALLEGHANY","03A",0,251,56,3,2
"WATAUGA","ABSENTEE",5,1332,3936,45,23
"WAKE","02-04",2,250,82,13,0
"YADKIN","EBND",2,695,85,5,1
"CASWELL","YANC",1,726,822,13,5
"WAKE","OSLL 81-120",4,2027,2320,52,4
"WAKE","12-07",3,286,102,9,1
"SURRY","29",0,219,61,6,0
"BRUNSWICK","14",5,2672,1045,20,8
"PITT","OS WINTERVILLE",15,7277,6456,90,18
"GUILFORD","G46",0,27,385,2,3
"FRANKLIN","07",1,1061,379,12,1
"CATAWBA","29",4,2640,933,23,5
"VANCE","SCRK",3,1367,1570,13,4
"WAYNE","29",2,42,107,3,1
"BURKE","0011",0,1843,362,8,5
"WAKE","16-07",0,292,147,16,3
"CUMBERLAND","CC04",3,358,506,13,2
"WAKE","TRANS 41-80",0,0,0,0,0
"JOHNSTON","PR38",1,493,67,1,0
"MECKLENBURG","049",2,687,1001,24,3
"YANCEY","10 PEN",1,328,122,0,0
"TRANSYLVANIA","TC1",1,590,104,6,1
"HENDERSON","ABSENTEE",28,4730,10473,132,37
"BEAUFORT","CHOCO OS",7,2777,1193,13,2
"HENDERSON","PV",5,829,437,8,7
"FORSYTH","401",1,121,1134,7,6
"FORSYTH","066",2,1319,633,13,3
"IREDELL","FT",9,4538,1793,49,8
"HENDERSON","TRANSFER",0,0,0,0,0
"WAKE","OSBR 1-40",9,923,8050,64,24
"DAVIDSON","64",0,218,533,3,4
"WAKE","OSHS 41-80",0,421,596,20,0
"WAKE","OSGR 121-128",0,0,0,0,0
"MITCHELL","04",9,3656,1047,30,7
"SURRY","28",2,166,31,2,0
"CATAWBA","23",8,2414,998,27,8
"NEW HANOVER","TRANSFER",0,0,0,0,0
"DURHAM","19",0,65,204,5,4
"FRANKLIN","11",4,562,689,7,2
"WAKE","01-32",2,145,172,9,2
"POLK","CG05",0,353,39,2,0
"PAMLICO","2OT",1,879,767,9,1
"WILKES","127",0,162,77,6,0
"BURKE","0021",2,806,308,5,3
"HOKE","62",1,325,390,8,1
"FORSYTH","903",2,551,1432,17,4
"WILSON","PRTA",4,2742,2352,20,8
"MADISON","SANDY",0,247,154,2,0
"BUNCOMBE","37.1",0,281,194,7,2
"DAVIDSON","66",2,570,365,5,2
"CUMBERLAND","CC14",3,1135,907,28,3
"ONSLOW","NE22B",5,2205,1547,98,4
"WAKE","01-48",2,127,156,6,1
"HARNETT","PR26",0,315,109,4,0
"MECKLENBURG","099",0,179,1085,14,4
"WAYNE","OS BCR",8,467,4253,18,10
"BEAUFORT","WASH2",1,39,90,2,3
"DAVIDSON","22",2,515,114,9,1
"HOKE","63",1,644,1527,31,9
"DUPLIN","TRANSFER",0,0,0,0,0
"MITCHELL","06",0,355,71,4,1
"ROBESON","35",3,1206,269,5,1
"MECKLENBURG","066",1,395,570,12,3
"HENDERSON","HV-2",3,579,620,16,7
"WASHINGTON","P2",0,37,90,1,1
"MECKLENBURG","144",3,1126,1197,21,5
"WAKE","11-02",1,182,138,8,1
"MOORE","ONE STOP PCC",10,7127,3186,72,15
"HENDERSON","NE",2,725,446,15,2
"MOORE","PHA1",0,287,69,12,0
"UNION","031",7,1731,1246,26,3
"ORANGE","CF1",0,114,146,6,0
"CALDWELL","PR02",0,224,48,2,0
"DURHAM","15",0,24,150,1,1
"WAKE","OSZB 121-128",0,0,0,0,0
"BEAUFORT","AUROR",0,94,56,1,1
"GUILFORD","G74",0,22,187,1,1
"WAKE","12-08",0,222,213,21,0
"ALEXANDER","T1T4T5",5,2340,670,19,3
"HERTFORD","ML",0,178,22,0,0
"ALEXANDER","B1",3,1870,534,12,2
"MECKLENBURG","142",4,2471,1798,43,9
"ROBESON","25",0,717,339,4,2
"CABARRUS","04-09",0,266,139,10,2
"WILKES","111",0,292,44,3,1
"JOHNSTON","PR32",1,485,133,14,1
"DAVIDSON","38",3,167,455,8,4
"CAMDEN","TRANSFER",0,0,0,0,0
"ROCKINGHAM","IR",2,1612,460,10,0
"SURRY","23",0,218,47,0,1
"SWAIN","ALARKA",0,428,185,4,2
"FORSYTH","111",3,1109,357,13,2
"WAKE","01-46",0,56,232,1,4
"WILKES","113A",0,432,70,4,0
"WAKE","01-33",1,125,80,7,1
"GUILFORD","FR5B",0,91,65,5,0
"EDGECOMBE","0301",0,63,50,1,0
"CURRITUCK","TRANSFER",0,0,0,0,0
"UNION","017B",5,2433,1575,36,7
"CATAWBA","37",3,1074,899,24,10
"EDGECOMBE","0401",0,60,52,0,0
"WAYNE","11",1,47,145,2,0
"MECKLENBURG","056",2,84,843,9,4
"NASH","P06A",2,284,219,5,2
"STANLY","0008",2,150,930,4,3
"FORSYTH","062",0,1033,590,28,2
"BUNCOMBE","49.1",3,722,446,18,5
"ROWAN","27",2,784,244,9,1
"NEW HANOVER","WB",2,421,388,5,2
"GUILFORD","G63",0,94,118,3,1
"BLADEN","P25",0,125,57,2,1
"SURRY","22",0,178,37,2,0
"MOORE","PHB2",0,195,32,3,0
"IREDELL","ST6",6,1362,1479,23,10
"BUNCOMBE","LECC",3,3720,1509,24,8
"FORSYTH","502",1,64,898,1,2
"WAKE","01-50",0,38,282,2,5
"MECKLENBURG","219",6,1084,703,16,3
"WILSON","PRWR",1,109,927,2,4
"WILKES","103",0,208,23,0,1
"ALLEGHANY","PROVISIONAL",0,21,3,1,0
"WAYNE","PROVISIONAL",0,103,72,1,1
"BUNCOMBE","71.1",3,319,850,7,7
"GUILFORD","NCGR2",0,269,68,4,1
"WAKE","OSNR 81-120",0,91,85,1,0
"DURHAM","33",1,212,304,16,3
"NEW HANOVER","W13",0,133,367,11,2
"ALAMANCE","05",3,1706,435,11,3
"EDGECOMBE","1205",1,6,105,2,0
"AVERY","01",0,225,46,3,1
"BUNCOMBE","AVOM",11,3407,3093,60,18
"NEW HANOVER","W18",2,193,222,8,2
"HAYWOOD","CL-S",0,1159,519,23,2
"LENOIR","K9",0,466,1088,6,2
"RICHMOND","09",2,428,196,2,1
"ROBESON","04",1,1112,279,6,7
"WAKE","16-04",1,189,137,5,0
"WAKE","06-06",0,346,198,19,3
"ONSLOW","WN04",6,2351,1314,44,4
"BLADEN","P30",0,47,59,0,1
"MARTIN","W2",0,157,139,2,0
"WARREN","003",3,282,433,5,2
"FORSYTH","091",3,1261,457,22,2
"MECKLENBURG","084",0,222,1034,4,7
"CALDWELL","PR25",0,179,29,3,0
"GUILFORD","JEF3",0,121,208,6,1
"WAKE","13-09",1,167,310,9,6
"TYRRELL","TRANSFER",0,0,0,0,0
"DAVIDSON","52",6,2637,425,29,6
"MOORE","EKWD",0,121,36,0,0
"RUTHERFORD","29",0,1041,427,6,3
"FORSYTH","011",3,2147,1793,51,5
"CURRITUCK","PP",2,499,149,12,0
"PASQUOTANK","NEW",2,347,104,6,2
"CLAY","TUSQ",1,425,131,5,0
"CUMBERLAND","SH77",3,1249,921,15,4
"RUTHERFORD","18",1,1218,462,12,1
"SAMPSON","ROWA",0,711,477,3,0
"GUILFORD","G33",0,127,80,3,0
"FORSYTH","013",6,1856,1404,24,4
"GUILFORD","G61",0,92,213,0,2
"WILSON","PRWK",0,759,519,7,5
"ALEXANDER","E",0,1541,400,16,3
"MECKLENBURG","221",6,2146,988,40,7
"CUMBERLAND","G1B",8,1886,1279,30,5
"AVERY","03",0,178,20,0,0
"CRAVEN","TE13",1,814,151,13,0
"LINCOLN","SL24",1,180,35,5,0
"BEAUFORT","WDPD",1,275,31,2,1
"LINCOLN","TA37",0,217,46,4,0
"POLK","ABSENTEE",7,827,1707,12,7
"ASHE","14",4,1302,582,16,1
"WAKE","OSAB 81-120",2,549,582,12,2
"MECKLENBURG","230",2,1734,4288,54,15
"MECKLENBURG","043",4,223,1545,19,8
"WAKE","OSCA 81-120",1,292,533,16,3
"ROWAN","29",1,779,209,5,1
"MOORE","RBN",0,247,57,2,0
"VANCE","MIDD",4,931,1201,10,2
"HAYWOOD","ID",3,455,228,3,1
"ALAMANCE","127",8,809,2093,20,10
"WATAUGA","09",0,66,28,4,0
"WAKE","16-09",0,280,186,10,5
"SCOTLAND","ABSENTEE",2,540,1011,8,5
"WASHINGTON","TRANSFER",0,0,0,0,0
"RICHMOND","ABSENTEE MAIL",2,690,1115,9,7
"DURHAM","12",0,11,96,3,1
"MECKLENBURG","078.1",3,401,1105,21,6
"LENOIR","N",1,1568,753,7,2
"ALAMANCE","06N",4,560,997,15,4
"DURHAM","OS HVBC",13,2613,8582,99,26
"WILSON","PRWC",1,112,984,0,3
"CHEROKEE","MURS",2,1317,419,16,5
"HENDERSON","SE",0,576,273,10,1
"HERTFORD","M2",0,34,90,2,0
"CABARRUS","12-11",1,164,114,6,2
"BUNCOMBE","38.3",1,458,384,13,6
"GUILFORD","H17",1,45,86,2,1
"MECKLENBURG","118",1,811,949,24,2
"FORSYTH","065",6,1984,1319,36,4
"POLK","CL08",1,177,47,2,1
"DAVIDSON","74",4,2149,303,15,3
"WAKE","02-06",2,303,72,6,1
"MECKLENBURG","231",3,1171,1590,28,6
"RANDOLPH","SO",3,2402,423,14,6
"ORANGE","GL",0,81,78,3,0
"JONES","P06",0,190,18,0,0
"TYRRELL","15",0,73,58,0,1
"NEW HANOVER","H03",1,672,776,26,10
"FORSYTH","303",0,13,444,0,1
"DARE","BUX",1,135,33,4,0
"LENOIR","V",1,745,842,4,3
"ORANGE","SJ",0,75,89,3,0
"ONSLOW","HU20",5,1762,562,69,2
"HOKE","06B",4,1397,1491,39,8
"WAKE","07-13",0,143,103,7,4
"MECKLENBURG","146",6,315,2208,25,7
"VANCE","KITT",5,1557,1216,15,4
"NASH","P08A",2,286,236,5,1
"FORSYTH","707",3,407,734,8,2
"WAKE","OSCA 121-128",0,0,0,0,0
"GUILFORD","H22",1,61,89,3,1
"CUMBERLAND","G3A-1",3,795,1877,19,9
"CHEROKEE","BELL",1,745,217,8,1
"STOKES","17",0,255,46,6,1
"DAVIDSON","24",2,753,190,5,2
"ORANGE","OS COTC",5,693,5603,40,15
"CASWELL","ANDE",2,517,177,2,1
"MACON","06",0,242,71,4,0
"WAKE","06-07",1,376,214,15,4
"WAKE","16-02",2,137,324,11,1
"DURHAM","39",1,136,116,0,2
"STANLY","0014",1,678,171,5,0
"ASHE","TRANSFER",0,0,0,0,0
"FORSYTH","068",3,1488,784,22,3
"NEW HANOVER","ONE STOP SRC",9,4739,4655,90,17
"ROWAN","25",3,2304,447,15,0
"CARTERET","NRIV",0,235,295,0,1
"FORSYTH","012",3,1594,560,18,3
"GRAHAM","STEC",2,669,204,9,2
"HOKE","65",0,33,479,1,0
"PENDER","SH12",1,1220,496,15,1
"DAVIE","04",1,877,241,10,3
"GUILFORD","H24",2,176,87,5,0
"UNION","002",1,449,740,9,1
"DURHAM","01",1,19,114,0,1
"DURHAM","OS CJRC",7,371,5179,23,18
"SURRY","PM OS",0,3321,719,21,6
"CATAWBA","34",7,2482,909,25,11
"CATAWBA","12",3,254,763,9,2
"STANLY","0212",3,1304,386,16,2
"CUMBERLAND","LI65",2,1797,884,34,3
"GUILFORD","G10",0,70,240,3,2
"HERTFORD","BR",0,13,50,0,0
"WAKE","17-06",2,247,140,4,3
"DURHAM","53-2",1,95,122,7,1
"HENDERSON","HV-3",2,706,735,23,2
"WAKE","04-14",0,159,124,11,0
"MECKLENBURG","095",1,222,901,6,3
"WARREN","012",1,503,213,1,2
"GUILFORD","G40A1",0,120,80,5,1
"DAVIDSON","70",2,1370,260,11,0
"DURHAM","25",0,129,74,7,2
"WAKE","16-01",2,248,178,11,1
"HYDE","OS BOE",0,394,287,1,0
"GRAHAM","WEST",3,1257,300,10,2
"MECKLENBURG","090",2,512,490,12,2
"NORTHAMPTON","NEWTOW",0,147,35,0,0
"WATAUGA","19",0,213,59,8,0
"PENDER","CT03",0,68,89,2,0
"MCDOWELL","MAR 4",0,515,240,7,2
"ALAMANCE","12N",4,372,1818,15,14
"WATAUGA","04",0,129,87,9,1
"CABARRUS","01-11",0,297,129,11,3
"DAVIDSON","30",5,196,788,11,7
"ALLEGHANY","06A",0,201,49,1,1
"MECKLENBURG","243",5,2171,4010,76,18
"WAYNE","27",0,58,107,2,2
"WAKE","TRANS 121-128",0,0,0,0,0
"SWAIN","BC1",0,1166,529,16,3
"DAVIDSON","12",1,490,89,8,1
"WAKE","OSTA 1-40",21,3311,11793,206,56
"ONSLOW","EN03",15,3381,3608,166,20
"MECKLENBURG","008",1,669,622,7,1
"WAKE","OSAV 41-80",11,2130,2925,63,13
"NASH","P03A",0,350,98,5,1
"WAKE","09-01",3,410,144,11,1
"JOHNSTON","ABSENTEE",39,5441,10162,225,64
"DARE","ABSENTEE",7,1193,2635,32,10
"BRUNSWICK","11",1,1041,817,15,4
"WAKE","08-09",0,134,111,6,0
"CATAWBA","39",1,1310,696,18,2
"MCDOWELL","GLENWD",2,1164,287,8,2
"WAYNE","23",1,163,100,3,3
"BUNCOMBE","WVTH",7,5986,4278,53,16
"WILKES","108",1,149,51,2,0
"PENDER","GR06",1,613,546,10,4
"HALIFAX","RINGW",0,24,122,0,0
"MACON","01",2,203,62,7,3
"GUILFORD","G20",2,155,114,3,0
"MECKLENBURG","234",6,1098,1100,19,10
"AVERY","ABSENTEE SUPPLEMENTAL",0,14,14,1,1
"CURRITUCK","ONE STOP",9,6290,2391,84,12
"WAYNE","01",2,221,89,8,0
"WAKE","20-03",1,171,77,15,1
"ROBESON","17",0,142,109,0,1
"CUMBERLAND","G2D",5,1413,1798,29,8
"BUNCOMBE","32.1",1,247,329,2,4
"BURKE","0034",1,677,792,7,7
"CABARRUS","07-00",0,310,34,3,0
"CATAWBA","13",4,455,599,10,2
"MECKLENBURG","150",6,759,1575,18,7
"MECKLENBURG","101",1,758,769,23,4
"CRAVEN","17",2,1323,484,35,9
"NEW HANOVER","M06",1,416,484,14,3
"WAKE","04-16",1,175,175,15,1
"WAKE","01-12",0,208,189,4,0
"JOHNSTON","PR23A",0,452,103,14,2
"GASTON","15",12,3089,2214,49,6
"DAVIE","03",4,1583,309,19,6
"NASH","P09A",0,232,124,2,1
"CUMBERLAND","G2E-2",3,286,1469,20,8
"DURHAM","21",0,42,95,2,2
"COLUMBUS","P01A",3,750,431,3,2
"WAKE","01-37",0,181,111,11,0
"GATES","1",0,497,616,6,1
"MECKLENBURG","096",2,604,719,18,4
"MECKLENBURG","132",4,344,897,15,4
"BLADEN","P65",0,40,20,0,0
"STOKES","TRANSFER",0,0,0,0,0
"WAKE","12-04",1,611,183,11,1
"HERTFORD","ABSENTEE",2,184,822,1,0
"ASHE","03",0,309,75,1,0
"BUNCOMBE","05.1",0,170,750,3,4
"BEAUFORT","BOE OS",9,6947,4230,40,11
"EDGECOMBE","0104",0,120,90,5,0
"HENDERSON","RG",5,1011,450,12,2
"UNION","035",3,1069,588,9,2
"FORSYTH","073",4,1767,924,26,6
"CURRITUCK","CB",0,76,31,3,0
"WAKE","01-42",2,202,88,6,0
"MECKLENBURG","202",7,3196,2666,51,14
"MACON","03",0,236,61,4,2
"WAKE","OSCM 81-120",2,192,373,0,3
"CABARRUS","01-04",0,321,220,15,3
"FRANKLIN","08",4,1396,1012,22,4
"ROBESON","41",0,1705,471,8,3
"WAKE","16-10",1,67,258,7,3
"FORSYTH","082",5,1653,2090,26,11
"MONTGOMERY","T2",0,750,347,8,1
"GUILFORD","G04",3,32,218,3,2
"HYDE","LL",0,109,80,2,0
"BUNCOMBE","21.1",4,225,677,7,1
"ONSLOW","TL06",2,1820,832,57,3
"BUNCOMBE","55.1",1,304,572,17,3
"WILSON","PRCR",3,1240,528,13,2
"ORANGE","WW1",0,30,112,5,1
"CATAWBA","36",5,1120,793,16,5
"ORANGE","ENO",0,217,79,2,2
"MECKLENBURG","149",6,555,2860,35,13
"PITT","1403A1",1,174,104,7,1
"CHATHAM","MCH110",8,2078,5558,81,14
"WAKE","OSCS 1-40",13,6220,9812,117,21
"BEAUFORT","WASH4",0,129,74,2,0
"LINCOLN","TRANSFER",0,0,0,0,0
"CLEVELAND","MULLS",5,1295,244,7,2
"ROWAN","24",4,923,229,7,4
"BERTIE","M2",0,118,85,2,1
"CARTERET","ABCH",2,898,292,4,3
"MECKLENBURG","009",5,905,1751,36,3
"MECKLENBURG","117",5,295,1004,13,10
"NEW HANOVER","W17",3,233,432,3,3
"PENDER","UH08",1,173,466,1,0
"WAKE","01-29",3,224,132,7,0
"SURRY","MA OS",11,9046,2331,60,12
"WAKE","19-05",1,413,119,7,0
"HAYWOOD","EF",2,700,160,5,0
"WAYNE","17",0,12,93,0,0
"EDGECOMBE","PROVISIONAL",0,37,50,2,0
"PASQUOTANK","PROVISIONAL",0,44,78,1,1
"CUMBERLAND","CC27",5,640,1971,43,6
"IREDELL","DV1-B",6,5784,2624,61,18
"MOORE","WKWD",0,148,42,10,0
"GUILFORD","FR2",0,144,80,9,0
"LENOIR","T2",0,618,105,4,0
"BUNCOMBE","08.2",0,146,550,14,6
"GUILFORD","G62",0,95,85,0,0
"DURHAM","22",1,49,381,5,4
"HENDERSON","ES",5,1006,436,19,4
"DAVIDSON","58",3,1851,342,20,5
"CUMBERLAND","G8B",3,875,1042,40,5
"CATAWBA","17",0,741,451,17,6
"FORSYTH","052",2,556,495,9,2
"BUNCOMBE","66.1",1,151,254,6,0
"SURRY","DOB OS",7,4892,1235,25,3
"FORSYTH","053",5,1385,845,24,2
"ROCKINGHAM","LI",3,2223,739,14,2
"MECKLENBURG","057",1,614,701,14,3
"HAYWOOD","SA",1,987,428,12,1
"ONSLOW","RL09",3,3096,1171,73,8
"PITT","0800A",1,149,95,5,0
"GUILFORD","G41B",3,118,87,5,1
"ROCKINGHAM","LK-2",0,1617,910,15,3
"BERTIE","IW",0,7,55,0,0
"ALAMANCE","08N",3,1467,845,16,10
"GRANVILLE","BTNR",3,955,1215,12,4
"MECKLENBURG","225",6,761,809,13,6
"WAKE","ABSEN 121-128",0,9,6,0,0
"CHEROKEE","MURN",2,1122,431,8,9
"JOHNSTON","PROVIDENCE",10,5401,1664,54,2
"GREENE","BEAR",0,456,245,1,0
"MARTIN","HM",2,118,105,2,0
