precinct_id,gop,dem,lib,county_fips
13171_redbone,378,70,17,13171
13171_senior-citizen-bldg,566,316,17,13171
13173_lakeland,2481,944,94,13173
13175_brewton,913,243,16,13175
13175_buckeye,391,321,10,13175
13175_burch,242,67,7,13175
13175_cadwell,471,76,9,13175
13175_calhoun-park,892,2276,100,13175
13175_dudley,753,163,11,13175
13175_fbc-flc,1920,1086,51,13175
13175_fire-dept-sta-5,2055,739,43,13175
13175_hampton-mill,1159,183,16,13175
13175_harvard,163,117,5,13175
13175_lcfs-10-valambrosia,861,531,24,13175
13175_minter,624,44,6,13175
13175_reedy-springs,563,111,11,13175
13175_rural-fire-sta-17,1178,378,36,13175
13175_smith,1032,875,45,13175
13175_w-t-adams-fire-sta-18,1146,488,23,13175
13177_century-fire-station,1480,753,41,13177
13177_chokee,184,156,3,13177
13177_cjc,421,64,6,13177
13177_first-baptist,2150,895,57,13177
13177_flint-reformed-baptist,1295,457,21,13177
13177_friendship-baptist,798,179,12,13177
13177_leesburg,1534,648,44,13177
13177_redbone,2706,694,62,13177
13177_sda-church,902,311,16,13177
13177_smithville,392,267,11,13177
13179_button-gwinnett,205,301,40,13179
13179_fleming-east,1495,623,48,13179
13179_fleming-west,94,251,4,13179
13179_gum-branch,862,859,57,13179
13179_hinesville,515,605,39,13179
13179_hinesville-lodge-271,420,1072,62,13179
13179_lewis-frasier-school,1005,1792,65,13179
13179_liberty-county-complex,1365,1592,60,13179
13179_lyman-hall-school,585,1744,97,13179
13179_memorial-dr-east,224,799,33,13179
13179_riceboro-youth-center,159,620,10,13179
13179_town-of-allenhurst,388,1195,40,13179
13179_walthourville,426,1285,55,13179
13181_bethany-church,332,72,8,13181
13181_faith-temple-of-lincoln,225,126,9,13181
13181_lincoln-center,854,246,21,13181
13181_lincoln-club-house,228,328,2,13181
13181_martins-crossroad,777,177,20,13181
13181_midway,304,123,6,13181
13181_tabernacle,419,299,17,13181
13183_alma-flournoy,167,37,3,13183
13183_beards-creek,496,331,20,13183
13183_faith-baptist-annex,357,118,16,13183
13183_north-ludowici,597,521,45,13183
13183_rye-patch-oak-dale,1026,598,52,13183
13183_south-ludowici,311,330,14,13183
13183_tibet,435,94,13,13183
13185_clyattville,2113,778,55,13185
13185_dasher,2365,480,54,13185
13185_hahira-train-depot,3030,830,76,13185
13185_jaycee-shack,662,2639,75,13185
13185_mildred,327,1730,43,13185
13185_mt-calvary,174,1460,57,13185
13185_naylor,614,309,16,13185
13185_northgate-assembly,515,365,27,13185
13185_northside,6160,4428,244,13185
13185_rainwater,4103,2280,118,13185
13185_s-lowndes,2107,625,47,13185
13185_trinity,3435,3096,214,13185
13185_vsu-uc-2,15,104,2,13185
13187_dahlonega,11941,2926,496,13187
13189_131,154,578,11,13189
13189_132,1030,119,17,13189
13189_133a,583,245,16,13189
13189_133b,1046,307,42,13189
13189_134,529,786,17,13189
13189_135,1454,674,37,13189
13189_136,191,839,31,13189
13189_137,761,168,17,13189
13189_139,450,252,16,13189
13191_crescent,499,832,32,13191
13191_darien,1034,612,31,13191
13191_north-darien,934,510,31,13191
13191_sapelo-island,9,30,2,13191
13191_south-newport,1201,396,36,13191
13191_townsend,290,118,5,13191
13193_ideal,520,393,16,13193
13193_marshallville,363,526,12,13193
13193_montezuma-4,358,669,20,13193
13193_montezuma-5,199,645,15,13193
13193_oglethorpe,347,494,16,13193
13195_colbert,1657,680,50,13195
13195_collins,396,55,11,13195
13195_comer,695,358,26,13195
13195_danielsville,1739,352,49,13195
13195_fork,258,132,12,13195
13195_harrison,439,33,9,13195
13195_hull,1945,942,76,13195
13195_ila,968,158,42,13195
13195_mill,1049,169,20,13195
13195_paoli,191,27,1,13195
13195_pittman,1122,284,32,13195
13195_poca,677,113,31,13195
13197_brantley,255,47,7,13197
13197_buena-vista,742,1001,36,13197
13197_fort-perry,460,107,18,13197
13197_pineknot,583,73,14,13197
13197_tazewell,208,39,9,13197
13199_alvaton,704,368,19,13199
13199_chalybeate,309,45,4,13199
13199_cove,147,13,0,13199
13199_durand,348,172,9,13199
13199_gay,218,70,11,13199
13199_gill-i,750,399,29,13199
13199_gill-ii,142,504,10,13199
13199_greenville,684,634,26,13199
13199_lone-oak,488,406,11,13199
13199_luthersville,1153,667,32,13199
13199_odessadale,141,87,1,13199
13199_raleigh,306,64,9,13199
13199_warm-springs,543,266,13,13199
13199_woodbury,499,440,21,13199
13201_colquitt-miller,2047,687,47,13201
13205_baconton,396,323,13,13205
13205_branchville,379,80,6,13205
13205_camilla-north,268,953,15,13205
13205_camilla-south,1205,1117,37,13205
13205_cotton,283,28,0,13205
13205_hinsonton,97,13,0,13205
13205_hopeful,213,37,2,13205
13205_lester,681,171,12,13205
13205_pebble-city,110,15,2,13205
13205_pelham,1079,1034,29,13205
13205_sale-city,210,61,2,13205
13207_bentons,1451,372,38,13207
13207_brantleys,790,124,18,13207
13207_burgays,1535,336,22,13207
13207_cabaniss,399,151,17,13207
13207_cox,421,128,10,13207
13207_culloden,211,110,4,13207
13207_dillards,551,133,8,13207
13207_evers,1248,316,41,13207
13207_forsyth,1341,1661,57,13207
13207_high-falls,1028,216,27,13207
13207_kelseys,292,240,9,13207
13207_middlebrooks,799,170,18,13207
13207_proctors,586,196,22,13207
13207_russellville,277,52,3,13207
13209_ailey,243,92,4,13209
13209_alston,317,49,6,13209
13209_higgston,766,204,16,13209
13209_kibbee,360,38,5,13209
13209_mount-vernon,562,364,18,13209
13209_tarrytown,244,15,1,13209
13209_uvalda,435,169,12,13209
13211_beth-springfield,547,132,12,13211
13211_central-morgan,1558,571,38,13211
13211_clacks-chapel,508,88,7,13211
13211_east-morgan,1410,374,37,13211
13211_north-morgan,1591,453,38,13211
13211_northeast-morgan,958,1147,46,13211
13211_west-morgan,1687,386,39,13211
13213_carters-doolittle,1174,170,22,13213
13213_mcdonald,1410,231,48,13213
13213_north,1315,174,25,13213
13213_shuck-pen,1616,329,49,13213
13213_southwest,1671,239,45,13213
13213_spring-place,2008,470,57,13213
13213_town,3299,683,116,13213
13215_britt-david,1013,700,61,13215
13215_canaan,694,3167,73,13215
13215_carver-mack,129,2159,40,13215
13215_columbus-tech,1112,956,57,13215
13215_cornerstone,2639,1751,114,13215
13215_cusseta-rd,198,2476,58,13215
13215_edgewood-baptist,618,1319,47,13215
13215_epworth-umc,1302,1136,61,13215
13215_faith-tabernacle,236,2508,38,13215
13215_first-african,253,632,30,13215
13215_gentian-reese,1660,1814,80,13215
13215_holsey-buena-vista,565,3757,83,13215
13215_marianna-gallops,368,966,49,13215
13215_moon-morningside,2109,1403,97,13215
13215_mt-pilgrim,214,3375,71,13215
13215_our-lady-of-lourdes,856,3388,144,13215
13215_psalmond-mathews,2837,2587,126,13215
13215_salvation-army,996,1075,52,13215
13215_st-andrews-midland,3040,2477,126,13215
13215_st-john-belvedere,246,3036,43,13215
13215_st-mark-heiferhorn,3286,1581,82,13215
13215_st-paul-clubview,2235,1697,95,13215
13215_st-peter,1334,873,55,13215
13215_wynnbrook,1535,607,29,13215
13215_wynnton-britt,751,2112,61,13215
13217_alcovy,1689,1604,68,13217
13217_almon,725,2671,63,13217
13217_beaverdam,670,2843,69,13217
13217_brewers,1811,666,48,13217
13217_brick-store,1417,565,45,13217
13217_buck-creek,1349,1804,75,13217
13217_cedar-shoals,725,966,62,13217
13217_city-pond,398,622,31,13217
13217_covington-mills,937,1058,49,13217
13217_crowell,370,2695,61,13217
13217_downs,1909,2325,115,13217
13217_fairview,224,1544,32,13217
13217_gum-creek,2238,906,44,13217
13217_hub,1559,317,40,13217
13217_leguinn,1202,388,38,13217
13217_livingston,811,2051,78,13217
13217_mansfield,1068,140,14,13217
13217_newborn,491,112,11,13217
13217_oxford,1189,566,36,13217
13217_rocky-plains,1273,1087,57,13217
13217_stansells,749,2404,52,13217
13217_town,604,1886,62,13217
13219_antioch,878,258,26,13219
13219_bishop,1126,463,39,13219
13219_bogart,1308,521,55,13219
13219_city-hall,1927,1205,90,13219
13219_civic-center,2355,1226,87,13219
13219_colham-ferry,1118,450,37,13219
13219_dark-corner,2351,613,48,13219
13219_east-oconee,1283,799,37,13219
13219_farmington,421,162,13,13219
13219_high-shoals,1213,428,44,13219
13219_marswood-hall,2318,1101,72,13219
13219_north-oconee,810,239,21,13219
13221_beaverdam,1807,713,70,13221
13221_crawford,1439,675,79,13221
13221_lexington,2254,935,85,13221
13223_beulahland-baptist-church,1408,397,48,13223
13223_burnt-hickory-park,3984,861,122,13223
13223_crossroads-library,2205,825,75,13223
13223_d-wright-innovation-ctr,3053,1925,126,13223
13223_dobbins-middle-school,2848,2897,144,13223
13223_events-place,1262,2152,84,13223
13223_legacy-bapt-church,1821,1166,89,13223
13223_mulberry-rock-park,3575,745,95,13223
13223_nebo-elem-school,5029,1888,232,13223
13223_paulding-county-airport,2158,668,105,13223
13223_paulding-sr-center,2692,1608,132,13223
13223_picketts-mill-baptist-church,1510,616,51,13223
13223_poplar-sprgs-bapt-church,1472,1804,79,13223
13223_russom-elementary,4416,2135,163,13223
13223_shelton-elementary,2491,1424,90,13223
13223_taylor-farm-park,1202,721,50,13223
13223_watson-govt-cmplx,4101,2916,254,13223
13223_west-ridge-church,5730,2571,251,13223
13223_white-oak-park,2528,1436,118,13223
13225_byron-1,1390,581,42,13225
13225_byron-2,2280,1319,88,13225
13225_claude,538,135,11,13225
13225_fort-valley-1,681,1033,36,13225
13225_fort-valley-2,579,1012,19,13225
13225_fort-valley-3,286,1345,29,13225
13225_powersville,729,277,22,13225
13227_appalachian,1124,223,35,13227
13227_hill,1257,230,36,13227
13227_hinton,488,55,16,13227
13227_jasper,1192,337,42,13227
13227_jerusalem,736,99,14,13227
13227_ludville,423,44,17,13227
13227_nelson,848,157,28,13227
13227_refuge,1458,241,49,13227
13227_sharptop,1587,434,50,13227
13227_talking-rock,1059,120,39,13227
13227_tate,1608,223,50,13227
13227_yellow-creek,2080,515,55,13227
13229_alabaha,599,48,9,13229
13229_blackshear,1919,214,44,13229
13229_hacklebarney-cason,1889,439,33,13229
13229_mershon,335,19,1,13229
13229_otter-creek,926,69,14,13229
13229_patterson,817,118,10,13229
13229_st-johns-blackshear,1104,92,15,13229
13229_sunset-sweat,221,3,3,13229
13231_concord,886,237,9,13231
13231_hollonville,1259,107,16,13231
13231_lifsey-springs,763,99,17,13231
13231_meansville,894,108,16,13231
13231_molena,965,171,25,13231
13231_second-district,1786,218,35,13231
13231_williamson,1232,154,21,13231
13231_zebulon,1260,336,35,13231
13233_aragon,1887,381,41,13233
13233_blooming-grove,941,185,24,13233
13233_cedartown,2723,1263,113,13233
13233_fish-creek,1550,279,46,13233
13233_lake-creek,1855,309,42,13233
13233_rockmart,3104,958,112,13233
13233_youngs-grove,1222,162,38,13233
13235_courthouse-annex,2787,1139,79,13235
13237_101,1200,966,36,13237
13237_104,1193,1113,31,13237
13237_105,2503,493,41,13237
13237_106,823,164,23,13237
13237_107,2560,563,58,13237
13239_georgetown,565,439,15,13239
13239_morris,35,31,0,13239
13241_rabun-county,7392,1825,255,13241
13243_benevolence,178,78,1,13243
13243_coleman,96,74,2,13243
13243_cuthbert,18,215,3,13243
13243_cuthbert-courthouse,693,800,19,13243
13243_shellman,362,314,5,13243
13243_springvale,57,125,1,13243
13245_101,297,341,12,13245
13245_102,161,444,28,13245
13245_103,33,706,26,13245
13245_104,132,1461,38,13245
13245_105,37,488,15,13245
13245_106,129,352,17,13245
13245_107,592,667,23,13245
13245_108,49,271,8,13245
13245_109,103,487,37,13245
13245_111,187,673,24,13245
13245_112,200,308,17,13245
13245_114,57,375,13,13245
13245_115,107,145,8,13245
13245_201,41,721,22,13245
13245_202,715,1711,82,13245
13245_203,21,496,11,13245
13245_204,511,536,39,13245
13245_207,170,1150,32,13245
13245_208,247,1137,33,13245
13245_210,141,798,27,13245
13245_301,1203,699,26,13245
13245_302,144,446,22,13245
13245_303,826,305,19,13245
13245_304,171,95,9,13245
13245_305,296,79,10,13245
13245_306,869,1622,59,13245
13245_307,735,439,28,13245
13245_308,152,226,10,13245
13245_309,313,2086,50,13245
13245_310,779,2693,78,13245
13245_401,109,1376,32,13245
13245_402,200,1434,58,13245
13245_404,145,991,32,13245
13245_405,267,2845,54,13245
13245_406,208,2083,36,13245
13245_501,274,1774,54,13245
13245_502,252,2234,55,13245
13245_503,371,1976,61,13245
13245_504,339,888,29,13245
13245_506,68,160,4,13245
13245_507,152,471,17,13245
13245_509,188,1196,43,13245
13245_601,530,1614,80,13245
13245_603,1044,1131,54,13245
13245_604,309,702,31,13245
13245_605,759,1445,58,13245
13245_607,86,1109,27,13245
13245_608,587,402,25,13245
13245_701,1120,665,37,13245
13245_702,849,504,48,13245
13245_703,1208,1572,80,13245
13245_705,929,711,28,13245
13245_706,1458,920,67,13245
13245_707,493,831,40,13245
13245_708,161,69,4,13245
13245_709,199,195,9,13245
13245_801,243,109,5,13245
13245_801b,272,89,4,13245
13245_802,1324,702,43,13245
13245_803,32,76,3,13245
13245_804,557,781,32,13245
13245_804h,978,889,49,13245
13245_805,166,368,10,13245
13245_806,484,319,21,13245
13245_807,232,669,31,13245
13245_808,830,823,29,13245
13245_809,40,572,12,13245
13245_810,171,134,5,13245
13247_ba,1254,2163,66,13247
13247_bt,1567,1091,57,13247
13247_co,452,1670,45,13247
13247_fi,582,3595,85,13247
13247_fs,571,2146,42,13247
13247_hc,761,934,42,13247
13247_hi,805,1598,43,13247
13247_la,340,836,32,13247
13247_lo,1200,1772,35,13247
13247_ma,951,1193,58,13247
13247_mi,537,2018,65,13247
13247_ot,527,3028,81,13247
13247_ro,796,2307,56,13247
13247_sm,755,2275,64,13247
13247_sp,735,2555,66,13247
13247_st,883,1460,69,13247
13249_precinct-one,1783,439,34,13249
13251_bay-branch,591,102,8,13251
13251_cooperville-fire-station,57,126,2,13251
13251_greenhill-church,473,147,6,13251
13251_hiltonia,326,284,5,13251
13251_hunters,230,122,1,13251
13251_jackson-fire-station,212,72,3,13251
13251_jenk-hill-fire-sta,381,396,6,13251
13251_newington,492,252,9,13251
13251_rocky-ford,289,83,5,13251
13251_screven-rec-dept,131,148,1,13251
13251_sr-citizens-center,269,500,10,13251
13251_sylvania,442,357,9,13251
13253_precinct-1,646,210,13,13253
13253_precinct-2,495,232,13,13253
13253_precinct-3,111,498,6,13253
13253_precinct-4,612,148,11,13253
13253_precinct-5,733,99,11,13253
13255_01,133,830,32,13255
13255_02,103,826,26,13255
13255_03,1532,534,45,13255
13255_05,863,1145,55,13255
13255_06,278,928,32,13255
13255_07,972,302,32,13255
13255_08,942,341,23,13255
13255_09,1075,205,29,13255
13255_10,896,523,20,13255
13255_11,1177,613,33,13255
13255_12,1279,280,30,13255
13255_13,1406,247,38,13255
13255_14,789,353,33,13255
13255_16,812,1714,50,13255
13255_17,725,393,30,13255
13255_19,1306,521,35,13255
13255_20,1228,221,29,13255
13255_21,2252,1379,69,13255
13257_senior-center,9353,2187,228,13257
13259_louvale,82,124,3,13259
13259_lumpkin,303,434,16,13259
13259_omaha,81,73,2,13259
13259_richland,337,484,14,13259
13261_agri-center,862,551,21,13261
13261_airport,733,591,14,13261
13261_andersonville,260,95,3,13261
13261_browns-mill,460,219,5,13261
13261_concord,255,38,4,13261
13261_gsw-conf-center,1104,933,40,13261
13261_leslie,769,401,15,13261
13261_plains,394,369,6,13261
13261_rec-dept,309,1382,26,13261
13261_reese-park,372,1325,25,13261
13261_thompson,225,210,6,13261
13263_box-springs,193,140,7,13263
13263_flint-hill,330,480,12,13263
13263_geneva,155,208,5,13263
13263_junction-city,107,193,3,13263
13263_oneal,184,245,10,13263
13263_talbotton,135,474,11,13263
13263_valley,282,273,3,13263
13265_crawfordville,294,415,13,13265
13265_sharon,72,106,2,13265
13267_cobbtown,421,100,11,13267
13267_collins,758,220,20,13267
13267_district-ii,1058,505,29,13267
13267_district-iv,1206,487,28,13267
13267_district-v,612,91,12,13267
13267_east-glennville,1398,351,39,13267
13267_manassas,141,50,6,13267
13267_shiloh,360,174,14,13267
13269_precinct-1,130,523,18,13269
13269_precinct-5,1342,233,31,13269
13269_precinct-6,927,556,32,13269
13271_helena,427,203,22,13271
13271_jacksonville,329,96,13,13271
13271_lumber-city,381,329,10,13271
13271_mcrae,867,694,15,13271
13271_milan,555,67,2,13271
13271_scotland,192,46,7,13271
13273_bronwood,318,270,4,13273
13273_dawson,477,1366,28,13273
13273_graves,289,140,3,13273
13273_herod-dover,116,91,5,13273
13273_parrott,202,111,5,13273
13273_sasser,638,299,13,13273
13275_barwick,379,90,11,13275
13275_boston,591,511,26,13275
13275_central,1718,795,54,13275
13275_coolidge,551,156,15,13275
13275_douglass,278,1130,36,13275
13275_fire-station-2,820,288,14,13275
13275_gatlin-creek,1167,367,34,13275
13275_harper,321,938,32,13275
13275_jerger,923,520,21,13275
13275_little-ochlocknee-baptist-church,725,167,15,13275
13275_meigs,343,231,12,13275
13275_merrillville,366,125,4,13275
13275_metcalfe,158,67,4,13275
13275_new-covenant,1151,399,31,13275
13275_ochlocknee,669,146,12,13275
13275_patten,254,50,2,13275
13275_pavo,400,85,7,13275
13275_remington-esc,958,596,47,13275
13275_resource-center,90,769,11,13275
13275_scott,1158,728,34,13275
13277_brighton,1486,281,29,13277
13277_brookfield,867,153,26,13277
13277_chula,890,158,10,13277
13277_docia,752,86,8,13277
13277_eldorado,774,102,10,13277
13277_mott-litman-gym,287,1096,28,13277
13277_omega,406,115,15,13277
13277_tifton-lodge,1349,637,45,13277
13277_tifton-northeast,1302,748,58,13277
13277_tifton-northwest,1629,651,51,13277
13277_tifton-south,419,750,16,13277
13277_ty-ty,653,179,9,13277
13279_15361-lyons,1629,576,34,13279
13279_39-newbranch,932,111,10,13279
13279_43-cedar-crossing,895,74,14,13279
13279_513-vpd,2708,1206,68,13279
13279_514-stialc,1629,865,47,13279
13281_hiawassee,2133,483,48,13281
13281_macedonia,2256,463,55,13281
13281_young-harris,1902,505,43,13281
13283_annex,1270,132,16,13283
13283_soperton,808,761,36,13283
13285_administration-bldg,659,1359,43,13285
13285_east-vernon,1951,423,45,13285
13285_gardner-newman,1199,859,34,13285
13285_gray-hill,976,349,30,13285
13285_griggs-center,117,1090,26,13285
13285_hammett-rd,1037,1662,48,13285
13285_highland,506,580,27,13285
13285_hogansville,1785,831,59,13285
13285_hollis-hand,2052,630,51,13285
13285_long-cane,1764,611,36,13285
13285_mcclendon,2126,612,39,13285
13285_northside,1054,747,29,13285
13285_rosemont,2486,543,50,13285
13285_west-point,450,815,19,13285
13287_ashburn,1045,1146,45,13287
13287_rebecca,283,43,7,13287
13287_sycamore,1006,156,10,13287
13289_dry-branch,744,197,29,13289
13289_golden-isles,469,668,25,13289
13289_higgsville,401,145,8,13289
13289_jeffersonville-ware,411,671,15,13289
13289_shady-grove-tarvers,288,300,10,13289
13291_blairsville,1467,337,49,13291
13291_choestoe,898,189,18,13291
13291_coosa,1530,256,39,13291
13291_dooley,936,247,31,13291
13291_gumlog,1398,248,46,13291
13291_ivy-log,1370,241,53,13291
13291_jones-creek,1324,257,28,13291
13291_owltown,957,247,20,13291
13291_pat-colwell,1468,347,28,13291
13291_suches,366,87,11,13291
13291_trackrock,709,160,16,13291
13293_redbone,4668,1231,90,13293
13293_salem,41,262,3,13293
13293_town,3092,2260,110,13293
13293_yatesville,767,247,13,13293
13295_armuchee-valley,865,153,25,13295
13295_chattanooga-valley,3384,927,138,13295
13295_chickamauga,4011,780,135,13295
13295_fairview,1400,405,63,13295
13295_fairyland,635,278,32,13295
13295_kensington,738,190,25,13295
13295_la-fayette,3200,804,149,13295
13295_mountain,711,164,24,13295
13295_rock-spring,3753,668,110,13295
13295_rossville,2612,894,138,13295
13295_walnut-grove,1341,172,44,13295
13297_bay-creek,2059,476,48,13297
13297_between,2861,677,79,13297
13297_blasingame,799,107,16,13297
13297_bold-springs,2962,704,73,13297
13297_broken-arrow,2570,579,90,13297
13297_e-monroe,1355,878,75,13297
13297_good-hope,1411,225,37,13297
13297_gratis,882,130,16,13297
13297_jersey,1389,161,33,13297
13297_loganville-north,2514,952,109,13297
13297_loganville-south,1777,782,86,13297
13297_mountain,1006,178,21,13297
13297_north-monroe,1275,1458,82,13297
13297_social-circle,2313,912,72,13297
13297_south-monroe,1746,712,84,13297
13297_tara,1627,1327,58,13297
13297_w-monroe,1278,298,21,13297
13297_walker-park,2318,482,56,13297
13297_walnut-grove,1612,280,43,13297
13297_west-walton,2544,662,75,13297
13297_whatley,871,121,12,13297
13299_100,509,1832,75,13299
13299_200a,1064,541,45,13299
13299_200b,207,275,9,13299
13299_300,2060,575,56,13299
13299_304,657,116,13,13299
13299_400,2174,356,31,13299
13299_404,262,25,3,13299
13299_405,448,21,6,13299
13299_406,1058,106,18,13299
13299_407,339,17,1,13299
13299_408,354,19,0,13299
13299_409,641,54,12,13299
13301_warrenton,1161,1407,46,13301
13303_davisboro,338,237,20,13303
13303_deepstep,307,112,5,13303
13303_harrison,479,245,16,13303
13303_oconee,224,198,3,13303
13303_riddleville,278,138,9,13303
13303_sandersville,1957,2337,80,13303
13303_tennille,716,980,30,13303
13303_warthen,331,230,9,13303
13305_altamaha,1342,409,23,13305
13305_empire,771,74,21,13305
13305_gardi,718,79,16,13305
13305_madray-springs,816,76,15,13305
13305_odum,882,90,16,13305
13305_oglethorpe,1077,168,14,13305
13305_pine-street,397,322,14,13305
13305_rec-center,928,286,37,13305
13305_red-hill,543,128,18,13305
13305_screven,1176,177,19,13305
13305_unity,932,364,33,13305
13305_vfw,152,482,18,13305
13307_preston-1,736,626,10,13307
13309_alamo,905,420,25,13309
13309_glenwood,657,237,10,13309
13311_blue-creek,1401,339,50,13311
13311_blue-ridge,552,81,11,13311
13311_helen,301,102,8,13311
13311_mossy-creek,1938,244,56,13311
13311_mt-yonah,2524,514,74,13311
13311_nacoochee,879,329,27,13311
13311_robertstown,237,66,12,13311
13311_shoal-creek,1439,183,37,13311
13311_tesnatee,733,148,25,13311
13311_town-creek,929,163,38,13311
13311_white-creek,1139,104,33,13311
13313_1a,645,640,42,13313
13313_2a,1461,643,46,13313
13313_3a,1001,515,31,13313
13313_4a,1185,654,40,13313
13313_5a,341,744,39,13313
13313_6a,252,533,33,13313
13313_an,667,592,32,13313
13313_ca,931,249,35,13313
13313_co,819,170,24,13313
13313_dg,1534,648,72,13313
13313_es,609,325,26,13313
13313_fi,944,389,45,13313
13313_gl,984,583,46,13313
13313_lt,756,103,11,13313
13313_mc,1023,170,32,13313
13313_ni,1393,270,39,13313
13313_pg,2311,864,89,13313
13313_th,2020,527,77,13313
13313_ti,409,83,18,13313
13313_tr,876,141,24,13313
13313_ut,659,110,19,13313
13313_va,2874,812,85,13313
13313_ws,1464,412,57,13313
13315_abbeville-north-2,272,98,7,13315
13315_abbeville-south-5,550,132,14,13315
13315_pineview-2,262,174,12,13315
13315_pitts-3,554,75,4,13315
13315_rochelle-north-1,85,232,5,13315
13315_rochelle-south-4,646,94,14,13315
13317_courthouse,486,253,11,13317
13317_edward-b-pope-center,194,462,8,13317
13317_metasville-fire-sta,327,125,6,13317
13317_rayle-city-hall,271,136,9,13317
13317_senior-citizen-center,393,629,20,13317
13317_tignal-sch-lunch-rm,432,252,7,13317
13317_young-farmers-bldg,707,200,17,13317
13319_bloodworth,306,38,6,13319
13319_griffin,122,32,1,13319
13319_high-hill,109,28,1,13319
13319_irwinton,283,345,14,13319
13319_ivey,537,95,11,13319
13319_lord,309,225,13,13319
13319_midway,125,516,6,13319
13319_ramah,578,641,19,13319
13319_turkey-creek,239,97,8,13319
13321_bridgeboro,668,140,14,13321
13321_county-line,395,86,12,13321
13321_doles,277,34,4,13321
13321_isabella,873,124,12,13321
13321_minton,377,26,7,13321
13321_oakfield,103,47,1,13321
13321_piney-woods,123,81,4,13321
13321_poulan,480,110,3,13321
13321_red-rock,567,153,19,13321
13321_scooterville,372,26,5,13321
13321_shingler,373,41,7,13321
13321_sumner,457,111,7,13321
13321_sylvester,615,1006,31,13321
13321_sylvester-east,708,209,22,13321
13321_warwick,338,133,9,13321